State,AgeGroup,Income,SavingsRate,Savings,PLI,Food,Transport,Housing,Health,Subscription,Restaurants,Clothing,Fitness,Others
Melaka,45-49,5405.84,0.1673,904.16,2670,806.99,643.97,906.88,186.81,365.05,687.95,204.03,172.19,527.81
Melaka,35-39,3452.12,0.1965,678.41,2670,582.9,395.55,568.39,111.7,218.76,394.39,136.54,92.56,272.92
Selangor,25-29,2326.25,0.031,72.18,2830,394.18,257.62,678.67,59.92,159.69,377.55,65.96,50.16,210.31
Pulau Pinang,40-44,2918.29,0.0882,257.43,2250,531.82,228.15,802.04,75.35,175.88,485.5,93.23,48.26,220.64
Perak,30-34,3524.03,0.149,525.12,2297,859.47,321.02,712.93,95.76,194.93,406.53,107.06,48.11,253.1
Johor,35-39,3121.62,0.1052,328.36,2589,870.04,234.78,871.72,124.39,158.1,266.61,73.55,38.6,155.45
Johor,20-24,7006.1,0.1976,1384.55,2589,653.57,781.33,1800.4,223.24,242.19,393.59,158.5,260.33,1108.41
Sarawak,60-64,4285.53,0.1561,669.11,2618,1011.8,405.52,987.74,95.35,253.46,372.07,115.46,84.02,291.0
Pulau Pinang,40-44,4259.43,0.1463,623.0,2250,592.85,297.5,1095.15,100.7,267.32,749.37,118.32,70.37,344.84
Terengganu,45-49,5201.47,0.1707,887.89,2751,965.32,435.52,901.19,115.09,363.89,844.35,173.51,112.18,402.53
Pulau Pinang,55-59,4129.21,0.1946,803.39,2250,559.78,276.14,980.39,89.77,257.56,655.46,113.75,68.9,324.07
Perak,35-39,2646.51,0.0816,216.07,2297,671.16,253.77,599.19,77.03,159.53,335.17,89.27,41.88,203.45
Selangor,35-39,3120.81,0.0676,211.03,2830,536.9,308.29,874.33,81.4,214.01,487.43,92.34,65.23,249.85
Pahang,20-24,5592.73,0.1799,1006.16,2480,806.81,530.2,1113.71,134.73,495.27,707.8,127.42,196.04,474.6
W.P. Putrajaya,50-54,8898.8,0.1737,1545.4,2450,468.58,126.38,3520.31,195.35,399.5,629.05,202.93,531.53,1279.77
Kelantan,35-39,3401.4,0.1498,509.52,2271,1158.92,264.3,728.43,48.38,137.0,331.26,68.92,22.5,132.17
Kedah,30-34,4277.54,0.1574,673.5,2627,989.43,483.67,776.82,101.97,272.16,444.68,166.41,64.67,304.25
Kelantan,50-54,2982.19,0.1973,588.49,2271,889.94,272.91,509.33,35.64,136.12,325.3,63.09,19.71,141.66
Kedah,30-34,2477.02,0.0433,107.18,2627,873.47,248.77,619.42,74.25,122.45,193.62,97.05,24.84,115.96
Kelantan,35-39,2987.24,0.1992,594.93,2271,814.95,284.21,487.85,37.79,149.91,352.22,70.63,25.66,169.09
W.P. Putrajaya,50-54,5830.1,0.1413,823.86,2450,533.3,73.45,1911.77,145.12,565.93,875.0,155.48,229.1,517.09
Johor,45-49,6529.24,0.197,1286.46,2589,771.43,609.07,1413.6,197.15,481.12,831.11,126.03,189.46,623.8
Terengganu,40-44,3347.36,0.1934,647.35,2751,807.7,270.3,600.58,75.79,177.94,413.34,116.35,40.41,197.58
W.P. Putrajaya,45-49,5645.75,0.1978,1116.78,2450,560.5,65.06,1801.43,128.0,481.2,735.33,145.19,181.69,430.58
Pulau Pinang,50-54,7392.91,0.1962,1450.76,2250,678.0,489.23,1801.92,152.91,508.31,1340.53,156.98,175.46,638.81
Negeri Sembilan,60-64,2751.18,0.0752,206.98,2402,778.56,273.56,635.06,84.97,174.22,279.18,73.88,57.19,187.59
Sarawak,55-59,2918.37,0.083,242.25,2618,973.02,235.77,838.92,77.19,132.35,188.16,68.27,35.41,127.02
Johor,15-19,2897.76,0.0894,259.2,2589,674.54,285.55,731.82,105.3,174.46,296.93,83.47,53.83,232.67
Johor,15-19,3879.47,0.1496,580.43,2589,619.56,353.33,852.37,140.23,283.09,479.83,97.46,91.39,381.78
W.P. Kuala Lumpur,15-19,5442.45,0.1485,808.23,2816,519.03,471.37,1644.66,102.34,344.78,878.4,75.77,148.12,449.75
Pahang,20-24,3797.56,0.145,550.62,2480,776.26,384.57,727.54,98.11,305.77,458.77,106.07,95.12,294.73
W.P. Putrajaya,15-19,4580.67,0.1119,512.62,2450,418.96,52.14,1613.48,108.2,440.99,708.85,119.35,181.69,424.4
Pulau Pinang,50-54,5156.37,0.1517,782.43,2250,605.98,375.96,1289.5,119.18,330.34,945.59,137.17,101.68,468.54
Pulau Pinang,45-49,6377.3,0.1739,1109.28,2250,679.77,459.42,1526.78,133.91,416.29,1201.78,167.8,142.98,539.29
Negeri Sembilan,35-39,4381.35,0.1461,640.3,2402,771.82,425.38,858.18,122.19,351.52,542.66,112.01,144.88,412.42
Johor,50-54,4222.36,0.1478,624.14,2589,806.0,396.45,942.05,145.74,270.81,495.17,112.21,81.66,348.14
W.P. Kuala Lumpur,20-24,4601.93,0.198,911.29,2816,463.32,359.65,1316.06,85.09,271.15,688.84,59.77,94.03,352.72
Pulau Pinang,25-29,4446.17,0.1482,658.78,2250,615.37,317.64,1084.76,109.46,303.76,779.4,125.82,86.78,364.4
W.P. Kuala Lumpur,30-34,6924.73,0.1683,1165.33,2816,556.28,534.38,2118.11,126.45,422.9,1129.8,79.33,191.15,600.99
W.P. Labuan,55-59,3179.24,0.0856,272.02,2816,922.93,264.08,986.84,50.42,203.66,254.57,63.89,29.62,131.2
Melaka,45-49,4009.75,0.1458,584.76,2670,836.02,487.85,716.81,130.74,236.2,443.13,167.36,98.05,308.84
W.P. Putrajaya,50-54,6393.12,0.1423,909.99,2450,564.16,71.72,2179.99,150.26,601.84,950.88,171.62,261.59,531.08
Pahang,35-39,5362.75,0.1733,929.48,2480,782.91,500.58,1100.45,129.08,441.64,677.27,127.4,188.64,485.31
W.P. Labuan,45-49,4029.11,0.1989,801.36,2816,1070.23,227.13,1216.57,57.72,206.23,243.67,61.56,26.92,117.71
Sabah,55-59,3345.56,0.1959,655.37,2742,882.07,265.78,879.47,54.44,148.45,227.15,72.11,20.44,140.28
Kelantan,20-24,3878.22,0.1504,583.36,2271,995.84,394.73,674.39,53.67,224.45,539.92,104.04,38.3,269.53
W.P. Kuala Lumpur,40-44,5797.77,0.1459,845.99,2816,627.89,515.23,1745.31,117.38,367.66,909.41,87.28,120.47,461.14
W.P. Putrajaya,15-19,4726.75,0.1143,540.45,2450,536.82,58.5,1704.84,109.84,429.55,690.04,138.05,159.56,359.11
Melaka,20-24,4929.97,0.1573,775.25,2670,578.18,588.25,885.76,162.86,361.46,704.99,165.73,225.98,481.51
Perlis,20-24,3930.66,0.1427,560.87,2140,979.97,474.2,705.99,88.31,270.03,425.53,105.42,53.53,266.82
W.P. Labuan,20-24,4476.27,0.1481,663.05,2816,742.8,411.23,1321.8,67.93,359.97,460.64,83.08,82.15,283.63
Perlis,50-54,4919.1,0.1657,815.13,2140,1072.92,564.09,854.21,105.66,338.51,589.89,131.29,68.17,379.22
Pulau Pinang,25-29,2875.21,0.0891,256.3,2250,569.93,206.37,864.35,72.42,156.17,446.86,82.03,37.65,183.12
Pahang,60-64,7678.54,0.1934,1484.92,2480,873.24,974.51,1768.74,188.42,299.02,473.26,187.55,317.56,1111.32
Terengganu,60-64,2888.52,0.1162,335.65,2751,860.88,249.67,583.94,70.56,149.29,339.64,100.79,33.57,164.52
Pahang,15-19,3713.73,0.1415,525.48,2480,778.39,351.85,724.7,95.99,292.53,447.77,104.67,94.47,297.89
W.P. Kuala Lumpur,60-64,8271.78,0.1745,1443.12,2816,553.02,821.69,2841.09,160.23,252.08,620.64,111.87,286.54,1181.5
Sarawak,35-39,4531.49,0.1521,689.3,2618,863.9,454.62,1087.11,104.8,311.08,430.24,120.75,126.06,343.62
Kedah,20-24,3533.36,0.1481,523.4,2627,775.7,406.78,644.12,93.87,249.54,391.27,143.19,54.79,250.7
Johor,15-19,2823.38,0.0764,215.67,2589,732.74,271.58,762.45,104.43,153.33,279.61,73.67,39.4,190.52
W.P. Kuala Lumpur,50-54,5515.32,0.1431,789.21,2816,646.78,448.53,1713.24,115.7,320.96,847.86,81.72,116.77,434.54
Kelantan,45-49,3558.44,0.1429,508.62,2271,1038.46,355.42,634.28,47.45,182.03,458.1,86.79,33.23,214.04
W.P. Labuan,25-29,7813.79,0.1908,1490.85,2816,877.56,852.33,2586.81,121.09,312.98,372.58,135.93,185.58,878.09
W.P. Putrajaya,40-44,4592.32,0.1113,511.34,2450,469.91,57.22,1627.01,118.86,454.52,670.56,134.27,170.47,378.15
Sarawak,40-44,4412.99,0.1592,702.6,2618,899.22,422.85,1013.07,95.86,290.33,408.81,115.66,108.36,356.23
Perlis,15-19,2803.43,0.1084,303.83,2140,796.59,329.0,540.23,64.84,177.07,279.42,80.5,36.28,195.66
Melaka,15-19,2794.22,0.0665,185.75,2670,744.3,289.68,725.73,113.9,150.82,269.25,101.96,54.01,158.81
Johor,45-49,4352.93,0.1552,675.55,2589,778.08,403.99,960.36,146.95,299.24,504.54,108.75,94.54,380.92
Perlis,40-44,8456.05,0.1923,1626.01,2140,1121.03,1206.47,1778.5,188.9,322.45,547.07,193.93,240.75,1230.95
Perlis,50-54,4297.82,0.1526,655.78,2140,849.36,490.48,791.28,97.79,342.33,541.4,107.29,72.06,350.05
Selangor,60-64,6083.19,0.1697,1032.5,2830,566.3,537.66,1493.47,118.93,459.81,1044.08,130.96,166.49,532.99
Sarawak,55-59,5509.54,0.1716,945.3,2618,1141.88,494.89,1234.22,120.46,356.02,520.95,145.74,123.92,426.16
Selangor,55-59,4429.84,0.1951,864.15,2830,763.71,323.91,1283.05,101.75,226.22,497.45,93.06,56.46,220.09
Negeri Sembilan,35-39,4760.39,0.1553,739.41,2402,824.57,443.6,935.22,136.81,379.62,574.33,116.84,150.18,459.82
W.P. Kuala Lumpur,40-44,5005.33,0.196,981.19,2816,538.18,401.32,1405.73,92.34,283.55,734.52,69.28,103.63,395.59
Perak,45-49,3807.41,0.1426,543.0,2297,1032.41,337.24,779.79,96.93,193.27,399.04,125.33,47.92,252.48
Terengganu,30-34,5603.32,0.1872,1049.11,2751,857.83,459.15,1060.55,120.78,390.3,924.71,162.81,129.58,448.52
Johor,45-49,6595.24,0.1918,1264.73,2589,825.87,626.46,1434.33,199.62,474.61,807.77,140.69,205.69,615.47
Pahang,30-34,4289.23,0.1573,674.59,2480,792.53,419.87,842.77,102.86,335.32,532.34,118.31,110.82,359.81
Terengganu,15-19,4501.65,0.1664,749.18,2751,886.91,368.45,792.36,106.0,295.85,710.15,147.81,86.02,358.93
Pulau Pinang,45-49,3799.16,0.1954,742.44,2250,740.68,206.73,1135.1,91.66,160.53,424.76,85.0,37.13,175.14
Perak,15-19,2270.11,0.0419,95.17,2297,616.98,216.47,526.96,68.64,155.71,289.76,82.34,36.57,181.52
Kedah,25-29,3454.21,0.1488,513.97,2627,773.55,403.7,632.87,88.6,235.63,360.8,137.76,56.6,250.75
Sarawak,35-39,3689.29,0.1405,518.52,2618,947.47,370.49,839.08,78.36,197.08,315.96,98.72,67.79,255.82
Sarawak,45-49,6418.16,0.1968,1263.18,2618,814.84,746.45,1667.85,140.94,207.28,289.03,146.89,236.83,904.87
Selangor,35-39,3350.53,0.0876,293.5,2830,577.19,308.04,1003.23,81.26,207.95,504.1,86.52,50.97,237.77
Kedah,55-59,3519.24,0.1453,511.51,2627,1121.1,311.97,769.93,93.73,163.26,251.3,120.39,30.28,145.77
W.P. Putrajaya,30-34,6081.03,0.1475,896.85,2450,442.5,68.75,1999.04,138.73,610.34,934.06,128.44,317.25,545.08
Kelantan,30-34,3747.28,0.1438,538.98,2271,966.24,385.73,629.3,48.4,231.41,553.41,91.24,38.84,263.72
Selangor,55-59,5070.77,0.1494,757.59,2830,533.49,474.44,1240.18,112.69,369.34,878.86,121.61,111.11,471.46
Selangor,25-29,5421.87,0.1546,838.19,2830,567.76,501.15,1252.75,121.93,407.05,990.89,123.38,128.03,490.74
Sabah,55-59,4456.43,0.1539,686.04,2742,946.35,424.28,1189.65,83.51,271.52,415.34,104.59,47.1,288.03
Selangor,30-34,3694.59,0.109,402.54,2830,486.43,364.97,929.51,86.16,278.64,666.65,92.54,78.68,308.47
Pahang,20-24,3086.76,0.1102,340.18,2480,864.56,294.49,679.11,84.44,192.01,308.81,88.49,48.04,186.65
Selangor,35-39,3743.9,0.1161,434.79,2830,580.13,356.02,989.78,93.02,249.78,560.57,107.26,71.73,300.84
Sarawak,60-64,2757.01,0.0662,182.4,2618,867.88,272.98,722.31,65.06,141.04,222.03,75.31,38.93,169.06
Pahang,50-54,6744.32,0.198,1335.42,2480,1081.18,630.3,1252.29,157.39,524.57,852.99,166.56,211.62,532.01
Sabah,60-64,2949.85,0.0808,238.42,2742,825.98,280.54,931.1,55.97,151.83,221.15,76.0,20.09,148.77
Melaka,50-54,3859.02,0.1998,771.11,2670,598.86,448.05,622.4,127.87,256.65,452.66,143.59,109.35,328.47
Perak,35-39,3040.85,0.1987,604.27,2297,811.97,234.69,618.72,76.9,139.5,274.78,82.79,29.84,167.39
Johor,20-24,4056.43,0.1401,568.26,2589,730.26,391.67,924.39,149.48,274.26,473.94,102.08,95.48,346.59
Kelantan,60-64,5194.87,0.1734,900.84,2271,1013.66,559.16,899.93,69.58,325.45,822.27,123.49,76.99,403.48
Pahang,25-29,7539.79,0.1917,1445.37,2480,880.13,897.87,1738.62,190.95,301.73,479.23,190.01,309.89,1105.99
W.P. Putrajaya,15-19,7739.22,0.1677,1297.6,2450,425.9,118.24,2994.1,174.98,379.35,559.9,183.5,465.59,1140.08
Sabah,30-34,5519.32,0.1745,963.35,2742,1004.68,562.86,1448.4,95.42,352.25,525.36,132.39,71.37,363.22
Selangor,60-64,4203.46,0.1999,840.09,2830,425.59,371.21,945.65,82.44,299.56,710.27,93.13,92.05,343.47
Kelantan,20-24,3025.23,0.1943,587.79,2271,741.36,287.5,532.13,37.66,156.54,378.48,73.87,28.44,201.45
Perak,20-24,3626.66,0.1401,508.18,2297,805.05,336.12,746.56,98.74,225.08,448.39,123.72,57.5,277.32
Pahang,15-19,3162.52,0.1985,627.67,2480,744.34,290.48,614.16,71.87,187.51,285.09,81.46,58.21,201.73
Pahang,45-49,5024.4,0.1688,847.88,2480,882.82,455.15,968.67,126.17,412.29,634.98,139.09,128.99,428.36
Melaka,55-59,3823.34,0.1968,752.45,2670,689.83,441.03,631.54,117.76,216.23,433.34,150.9,97.66,292.6
Selangor,20-24,3399.98,0.0857,291.22,2830,543.64,350.43,941.07,84.27,216.84,532.05,91.24,64.81,284.42
Kedah,35-39,3632.75,0.1429,519.09,2627,891.7,438.35,673.26,91.48,231.04,352.35,155.17,47.93,232.38
Perak,15-19,4841.36,0.1628,788.11,2297,888.37,438.56,995.18,135.06,319.78,626.64,142.19,106.81,400.64
W.P. Kuala Lumpur,30-34,7294.07,0.1639,1195.31,2816,640.05,615.02,2133.6,132.58,472.69,1176.71,89.31,211.17,627.63
Johor,45-49,4710.7,0.1527,719.22,2589,760.76,458.69,1045.94,158.72,317.72,581.65,117.68,109.9,440.42
Perak,35-39,4325.56,0.1575,681.22,2297,951.3,389.48,854.1,112.18,272.41,527.36,136.61,77.2,323.69
Sabah,55-59,3617.65,0.1982,717.1,2742,874.73,306.68,904.72,59.98,175.7,267.82,87.72,26.72,196.47
Terengganu,25-29,3163.42,0.1969,622.85,2751,872.72,225.61,604.56,65.96,147.12,345.93,101.17,30.28,147.23
Sabah,20-24,2859.57,0.0789,225.64,2742,785.52,298.01,812.0,55.62,156.75,240.88,84.37,24.36,176.43
Melaka,55-59,3091.72,0.0925,286.12,2670,733.23,363.11,673.84,120.82,170.9,323.28,132.32,65.9,222.19
Perlis,25-29,3849.88,0.1465,564.16,2140,861.14,437.18,698.73,91.34,292.02,458.68,96.85,61.39,288.4
Sarawak,40-44,3436.07,0.1978,679.79,2618,1035.14,233.9,873.68,71.24,132.45,185.19,65.55,36.17,122.94
Selangor,15-19,3269.47,0.0714,233.51,2830,476.08,333.77,869.6,81.52,243.8,586.56,86.27,66.06,292.31
W.P. Putrajaya,35-39,4660.15,0.1132,527.74,2450,601.25,59.22,1797.52,117.63,378.25,581.75,129.78,132.71,334.31
Pahang,15-19,3073.94,0.1162,357.08,2480,827.53,278.1,722.47,80.26,193.27,304.9,81.38,46.83,182.14
W.P. Putrajaya,25-29,8308.21,0.1767,1468.02,2450,476.47,120.97,3257.5,176.48,364.71,595.0,194.16,474.19,1180.72
Melaka,25-29,4712.1,0.1504,708.62,2670,727.76,568.45,827.08,159.6,319.51,648.19,173.04,150.18,429.67
Selangor,30-34,4325.87,0.1984,858.29,2830,470.43,387.86,937.17,86.56,306.45,722.05,96.06,99.49,361.51
Selangor,45-49,7279.93,0.1834,1335.02,2830,486.62,778.98,2084.8,157.98,276.58,606.68,155.57,275.38,1122.32
Pulau Pinang,50-54,5893.37,0.1634,963.11,2250,646.47,416.25,1518.16,133.95,383.07,1045.64,149.98,140.46,496.28
Perlis,20-24,4604.91,0.162,745.87,2140,896.67,521.48,792.79,102.45,345.5,618.84,110.38,75.11,395.83
Terengganu,30-34,5719.62,0.1875,1072.19,2751,927.48,494.18,993.96,125.77,409.35,901.48,163.66,144.67,486.88
W.P. Kuala Lumpur,40-44,3635.91,0.0813,295.51,2816,658.85,315.38,1320.34,76.93,174.84,457.94,54.83,51.61,229.69
Selangor,30-34,3972.15,0.1993,791.78,2830,586.36,348.33,923.25,85.66,228.66,570.84,98.32,64.41,274.54
Negeri Sembilan,55-59,5469.88,0.1633,893.49,2402,825.12,529.63,1091.0,145.5,445.56,663.07,134.01,215.93,526.57
Perlis,50-54,5347.16,0.1778,950.82,2140,853.95,600.6,946.92,111.87,446.74,714.17,112.17,123.69,486.24
Johor,30-34,4035.18,0.1453,586.23,2589,711.11,378.92,919.62,138.48,286.35,469.93,103.87,89.02,351.65
Sabah,55-59,6142.3,0.1825,1121.14,2742,1038.35,596.93,1636.47,111.48,403.64,606.09,151.75,84.81,391.63
Perlis,30-34,4666.38,0.1664,776.25,2140,752.8,538.63,870.37,99.29,387.53,631.03,102.52,103.92,404.04
Sarawak,20-24,4095.93,0.1404,575.24,2618,943.72,404.6,946.9,95.66,245.03,384.03,114.4,79.52,306.84
Sabah,50-54,5066.75,0.1632,826.85,2742,914.32,483.4,1388.17,92.16,324.36,482.3,123.05,59.38,372.77
Pahang,35-39,5318.35,0.1702,905.24,2480,1003.56,490.77,1000.56,127.46,432.48,647.11,141.88,125.17,444.13
Terengganu,45-49,3730.08,0.1483,553.05,2751,1201.47,237.08,810.18,92.32,166.71,380.25,105.1,35.55,148.37
Negeri Sembilan,15-19,2339.25,0.0499,116.83,2402,564.91,239.31,544.01,73.08,184.36,267.8,71.45,66.57,210.94
Terengganu,20-24,2542.12,0.0472,120.11,2751,912.39,179.15,626.9,71.47,128.59,270.98,85.1,27.05,120.39
Pulau Pinang,45-49,4498.33,0.1425,640.95,2250,966.04,266.12,1367.93,123.67,209.19,540.8,113.01,51.35,219.26
Perlis,55-59,4261.58,0.1532,652.72,2140,921.95,509.93,727.04,98.45,331.7,508.05,110.03,67.61,334.08
Pahang,20-24,4430.11,0.1513,670.07,2480,820.28,405.69,873.52,116.83,376.72,548.66,121.6,125.58,371.15
Selangor,50-54,3552.83,0.0961,341.29,2830,561.79,341.23,955.46,85.46,235.62,571.72,95.6,65.56,299.1
Johor,50-54,3344.27,0.1921,642.36,2589,683.94,298.83,762.91,105.81,173.52,299.97,87.35,55.03,234.55
Perak,20-24,2687.71,0.0958,257.53,2297,879.3,188.82,704.81,80.57,128.36,232.12,71.21,25.87,119.13
Melaka,25-29,3550.01,0.1961,696.05,2670,590.64,390.9,615.0,111.01,232.23,400.05,136.43,90.63,287.08
Perlis,50-54,2800.19,0.1055,295.29,2140,844.1,300.28,591.45,64.87,157.77,274.59,71.39,29.91,170.55
Perak,15-19,6724.66,0.1994,1341.02,2297,813.83,734.53,1621.91,167.52,216.87,410.22,183.91,198.07,1036.79
W.P. Putrajaya,40-44,3741.62,0.0887,331.75,2450,592.12,34.64,1691.01,97.39,259.03,386.86,89.78,79.29,179.76
Kedah,55-59,5588.46,0.1828,1021.35,2627,1058.09,641.67,998.94,129.92,395.18,607.01,220.71,109.77,405.83
Sabah,20-24,7905.72,0.1961,1550.67,2742,954.47,944.52,2380.69,139.63,267.26,375.54,167.16,142.37,983.42
Johor,60-64,2943.04,0.0816,240.17,2589,795.46,231.45,892.51,116.95,156.38,248.28,70.49,38.02,153.34
Sabah,25-29,6107.07,0.1819,1110.78,2742,912.25,587.42,1621.4,107.45,460.2,625.81,131.86,92.08,457.82
Johor,15-19,4304.67,0.1568,675.08,2589,713.0,412.17,940.55,151.91,295.23,517.82,109.2,95.06,394.66
Perak,50-54,4161.15,0.1581,658.07,2297,889.8,350.51,853.9,109.75,269.72,486.53,131.01,71.23,340.62
Pulau Pinang,50-54,3806.19,0.1941,738.95,2250,560.2,257.4,902.14,88.57,229.21,582.24,107.6,57.42,282.46
Perak,55-59,7536.23,0.1901,1432.88,2297,920.15,860.17,1782.5,203.15,243.69,468.78,206.71,223.75,1194.43
Negeri Sembilan,40-44,2846.8,0.0819,233.2,2402,772.15,264.58,693.26,84.42,169.24,283.8,79.38,62.33,204.43
Terengganu,20-24,3271.86,0.1939,634.35,2751,612.82,281.26,546.24,75.47,207.85,504.97,109.34,55.94,243.62
Terengganu,20-24,2653.24,0.044,116.67,2751,715.7,263.81,556.28,70.64,179.35,398.86,112.54,42.89,196.49
Perak,60-64,5894.4,0.1879,1107.3,2297,738.9,678.38,1398.04,164.97,197.18,386.07,169.46,179.34,874.75
Perak,45-49,3694.65,0.1413,522.11,2297,906.28,331.09,785.03,97.82,210.23,400.66,119.32,55.24,266.87
W.P. Putrajaya,25-29,4277.3,0.1073,458.84,2450,481.39,51.57,1495.15,105.0,395.92,645.95,130.44,146.4,366.64
Negeri Sembilan,60-64,3284.38,0.1189,390.48,2402,775.46,324.46,701.27,97.09,218.58,341.76,94.35,83.79,257.13
W.P. Putrajaya,55-59,7074.59,0.1529,1082.04,2450,390.73,103.54,2885.97,152.7,339.07,505.63,171.29,439.53,1004.1
Terengganu,20-24,5731.81,0.1882,1078.7,2751,919.52,488.1,993.09,127.99,396.9,923.39,171.04,140.98,492.1
Kelantan,25-29,2413.0,0.0691,166.71,2271,899.68,197.26,564.59,36.23,103.92,268.5,53.01,16.04,107.06
Kelantan,40-44,3687.87,0.1415,521.84,2271,942.81,383.27,622.36,49.87,223.95,549.5,92.95,40.8,260.52
W.P. Kuala Lumpur,25-29,4187.51,0.1079,451.77,2816,590.4,383.73,1356.7,88.1,236.79,631.72,71.34,75.6,301.36
Kedah,20-24,4315.68,0.1648,711.16,2627,906.1,506.03,725.88,108.73,286.37,498.05,170.79,74.4,328.15
Johor,40-44,2792.73,0.0733,204.66,2589,739.9,272.38,721.56,100.8,164.47,283.59,72.77,39.67,192.94
Johor,40-44,4389.04,0.1597,701.03,2589,692.75,404.79,967.03,153.47,310.81,554.93,110.72,96.51,397.0
Pulau Pinang,35-39,3309.54,0.1009,333.79,2250,603.58,251.36,940.61,81.28,189.19,502.99,100.55,52.59,253.6
Kedah,60-64,2671.9,0.0676,180.61,2627,883.33,294.67,568.09,69.53,150.81,238.06,117.16,27.67,141.97
Perlis,55-59,2959.65,0.1173,347.15,2140,916.14,329.08,570.34,65.65,161.3,294.58,75.67,30.05,169.68
Perlis,35-39,6694.97,0.198,1325.36,2140,1000.29,769.69,1172.45,133.1,549.73,862.96,138.96,147.14,595.3
W.P. Kuala Lumpur,25-29,3408.33,0.0776,264.36,2816,639.63,248.14,1400.69,82.27,150.97,372.25,48.82,43.52,157.66
Pulau Pinang,60-64,5100.18,0.1504,767.05,2250,509.94,361.42,1263.34,109.56,377.77,967.4,121.01,135.61,487.07
Pulau Pinang,15-19,8172.5,0.198,1618.1,2250,613.1,714.4,2287.55,180.14,280.2,757.25,213.46,269.79,1238.51
Sarawak,15-19,3117.43,0.1134,353.47,2618,880.71,299.76,733.04,76.44,168.46,258.92,89.56,54.64,202.43
Sarawak,15-19,2121.69,0.0316,66.98,2618,694.76,211.47,590.21,52.64,118.36,171.16,59.24,30.87,126.0
Sabah,15-19,5289.07,0.1757,929.26,2742,1016.37,511.76,1341.3,97.42,350.91,498.65,122.44,59.64,361.32
Pahang,15-19,2326.73,0.0417,97.13,2480,790.45,196.85,616.0,69.16,134.03,210.79,61.0,35.35,115.96
Sabah,15-19,4626.56,0.1514,700.23,2742,806.42,485.21,1293.46,83.71,319.24,443.97,117.85,63.39,313.09
Kelantan,45-49,7511.74,0.1988,1493.45,2271,1098.55,960.69,1622.73,100.62,251.92,623.96,169.7,151.78,1038.35
Negeri Sembilan,25-29,2801.68,0.0753,210.92,2402,734.03,285.33,621.47,85.52,195.9,295.81,77.83,73.23,221.63
Sarawak,40-44,4063.3,0.1478,600.67,2618,908.04,391.26,921.05,100.25,250.74,393.06,111.34,92.51,294.37
Kelantan,30-34,3406.73,0.1433,488.3,2271,881.54,343.11,579.83,46.03,201.5,503.46,85.26,35.25,242.43
Pulau Pinang,60-64,3208.09,0.1071,343.6,2250,564.87,236.9,912.99,76.12,191.35,500.1,95.08,52.87,234.2
Kelantan,55-59,2773.75,0.1048,290.7,2271,1007.32,212.71,625.05,41.6,118.63,283.1,61.14,18.74,114.75
Selangor,30-34,4104.57,0.1933,793.29,2830,550.24,353.64,952.66,82.47,250.59,635.66,102.96,74.26,308.79
Kedah,30-34,4207.01,0.151,635.31,2627,884.12,507.5,737.94,105.84,288.65,476.74,172.67,72.58,325.67
Johor,45-49,5101.45,0.1657,845.5,2589,809.1,444.19,1123.59,176.25,336.19,628.91,123.73,122.48,491.51
Perlis,35-39,5002.26,0.1759,880.09,2140,988.09,546.33,893.35,111.05,374.01,590.94,122.73,86.0,409.66
Melaka,30-34,4755.04,0.1556,739.75,2670,723.52,565.31,817.57,162.46,326.94,647.53,178.8,149.88,443.27
Melaka,15-19,3038.17,0.0941,285.81,2670,568.05,372.82,571.1,108.42,221.58,390.48,133.85,95.29,290.77
Perlis,25-29,4804.64,0.1617,776.93,2140,946.67,551.35,863.54,101.94,363.23,599.81,119.42,87.16,394.6
Pulau Pinang,20-24,3880.86,0.1938,752.07,2250,565.24,270.8,940.41,89.02,216.33,607.71,108.69,58.34,272.26
Johor,60-64,3541.13,0.1959,693.61,2589,696.55,323.58,808.39,112.5,182.39,339.09,88.87,59.48,236.67
Kelantan,45-49,4145.43,0.1565,648.66,2271,1361.6,320.41,902.54,57.47,177.54,396.48,83.08,28.09,169.55
Pulau Pinang,55-59,3137.66,0.0914,286.92,2250,625.96,214.03,963.09,78.61,168.56,472.99,85.91,39.95,201.64
Negeri Sembilan,15-19,3979.86,0.1486,591.41,2402,775.07,372.72,777.05,114.74,295.95,470.55,102.82,131.66,347.9
Melaka,60-64,5232.19,0.1632,853.91,2670,757.76,609.05,941.13,172.03,361.62,674.78,197.28,173.39,491.24
Kelantan,40-44,3856.84,0.1565,603.64,2271,1032.36,384.61,682.54,51.0,213.01,511.84,92.9,38.38,246.55
Sarawak,60-64,4990.16,0.164,818.45,2618,1040.12,477.04,1094.38,113.12,336.39,464.21,129.54,109.8,407.11
Pahang,35-39,3332.89,0.1923,641.0,2480,942.77,225.96,755.75,84.47,169.31,250.16,76.64,44.65,142.19
W.P. Putrajaya,15-19,3082.05,0.0649,199.91,2450,482.45,39.54,1269.35,83.29,253.07,398.29,83.65,75.57,196.94
Johor,35-39,2731.68,0.064,174.76,2589,692.39,274.91,740.01,100.26,152.82,293.97,72.54,40.97,189.04
Perlis,40-44,4012.73,0.1509,605.62,2140,906.39,459.52,724.32,88.83,274.05,485.86,103.58,54.48,310.08
Kelantan,60-64,4643.64,0.1634,758.76,2271,1012.67,459.41,798.56,63.91,304.77,692.43,117.05,62.17,373.92
